"site","year","base_temperature","growing_degrees","units","lat","lon"
"Waiouru (Manawatū-Whanganui)",2004,"5",1429.1,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",2004,"10",1058.3,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",2004,"5",2713.5,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",2004,"10",1454.6,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",2004,"5",3168.7999999999997,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",2004,"10",1841.6000000000001,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",2004,"5",3653.7999999999997,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",2004,"10",1965,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",2004,"5",3767.4,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",2003,"10",2021.5,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",2003,"5",3816.8,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",2003,"10",1233.2,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",2003,"5",2784,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",2003,"10",976.4,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",2003,"5",2364.4,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",2003,"10",1038.7,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",2003,"5",2609,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",2003,"10",738.1,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",2003,"5",2191.2,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",2003,"10",1742.1000000000001,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",2003,"5",3496.2,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",2003,"10",548.7,"degree Celsius",-46.115,168.887
"Gore (Southland)",2003,"5",1741.7,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",2003,"10",1527.6,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",2003,"5",3213.6,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",2003,"10",829.9,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",2003,"5",2414.9,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",2003,"10",501.8,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",2003,"5",1786.9,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",2003,"10",1990.3,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",2003,"5",3800.2,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",2003,"10",584.9,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",2003,"5",1596.1,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",2003,"10",1051.3,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",2003,"5",2657,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",2003,"10",619.1999999999999,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",2003,"5",1944,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",2003,"10",1811.6,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",2003,"5",3550.5,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",2003,"10",1336,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",2003,"5",2961.2,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",2003,"10",1461.5,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",2003,"5",3218.9,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",2003,"10",693.3000000000001,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",2003,"5",1819.6,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",2003,"10",910,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",2003,"5",2308.1,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",2003,"10",1220,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",2003,"5",2809.8,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",2003,"10",735.4,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",2003,"5",1825.1000000000001,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",2003,"10",1159.9,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",2003,"5",2684.4,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",2003,"10",1031.5,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",2003,"5",2490.2,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",2003,"10",1871.2,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",2003,"5",3634.8,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",2003,"10",744.5,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",2003,"5",2009.7,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",2003,"10",486.4,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",2003,"5",1604.3,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",2003,"10",1228.5,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",2003,"5",2953.8,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",2003,"10",1451.2,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",2003,"5",3177.4,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",2003,"10",2054.1,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",2003,"5",3871.8,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",2003,"10",2146.5,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",2003,"5",3955.3,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",2002,"10",1987.8999999999999,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",2002,"5",3798.5,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",2002,"10",1192.9,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",2002,"5",2758.7,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",2002,"10",951.8,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",2002,"5",2339.8,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",2002,"10",973.4,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",2002,"5",2566.7,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",2002,"10",801.6,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",2002,"5",2308.8,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",2002,"10",1658.6,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",2002,"5",3437.4,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",2002,"10",535,"degree Celsius",-46.115,168.887
"Gore (Southland)",2002,"5",1721.8,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",2002,"10",1455.7,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",2002,"5",3176,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",2002,"10",931.1,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",2002,"5",2495.2,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",2002,"10",563.6,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",2002,"5",1920,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",2002,"10",1921.2,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",2002,"5",3737.7,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",2002,"10",496,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",2002,"5",1571.2,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",2002,"10",990.3000000000001,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",2002,"5",2607.9,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",2002,"10",706.5,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",2002,"5",2039.5,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",2002,"10",1775.7,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",2002,"5",3550.1,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",2002,"10",1274.6,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",2002,"5",2950.4,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",2002,"10",1437.2,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",2002,"5",3211.4,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",2002,"10",696.7,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",2002,"5",1909.5,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",2002,"10",928.4,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",2002,"5",2361.7,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",2002,"10",1114.7,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",2002,"5",2728.7999999999997,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",2002,"10",706.6999999999999,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",2002,"5",1875.5,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",2002,"10",1018.6999999999999,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",2002,"5",2576.9,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",2002,"10",929.3000000000001,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",2002,"5",2426.2,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",2002,"10",1778,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",2002,"5",3565.1,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",2002,"10",786.5,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",2002,"5",2129.3,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",2002,"10",390.09999999999997,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",2002,"5",1494.5,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",2002,"10",1177.5,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",2002,"5",2899.6,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",2002,"10",1521.2,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",2002,"5",3297.6,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",2002,"10",2025,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",2002,"5",3846,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",2002,"10",2143.2,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",2002,"5",3963.1,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",2001,"10",2140.2,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",2001,"5",3924.5,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",2001,"10",1356.6,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",2001,"5",2884,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",2001,"10",1060.4,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",2001,"5",2461.8,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",2001,"10",1151.1,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",2001,"5",2675.7999999999997,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",2001,"10",751.3,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",2001,"5",2261.7,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",2001,"10",1754.6000000000001,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",2001,"5",3486,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",2001,"10",610.1999999999999,"degree Celsius",-46.115,168.887
"Gore (Southland)",2001,"5",1953.3999999999999,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",2001,"10",1663.2,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",2001,"5",3308.8,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",2001,"10",1012.6,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",2001,"5",2577.5,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",2001,"10",595.9,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",2001,"5",1987.3,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",2001,"10",2062.7,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",2001,"5",3874.9,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",2001,"10",597.3,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",2001,"5",1721.3,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",2001,"10",1149.9,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",2001,"5",2703.7,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",2001,"10",753,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",2001,"5",2155.1,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",2001,"10",1842.2,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",2001,"5",3520.2000000000003,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",2001,"10",1442.6000000000001,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",2001,"5",3016.7,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",2001,"10",1591.7,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",2001,"5",3312.1000000000004,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",2001,"10",769.4,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",2001,"5",2028.2,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",2001,"10",1098.5,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",2001,"5",2535.6,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",2001,"10",1334.5,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",2001,"5",2873.5,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",2001,"10",744.6,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",2001,"5",1957.9,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",2001,"10",1345.4,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",2001,"5",2869.4,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",2001,"10",1123.7,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",2001,"5",2568.8,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",2001,"10",1946.7,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",2001,"5",3694.1,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",2001,"10",870,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",2001,"5",2239.1,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",2001,"10",563.6,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",2001,"5",1742.3,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",2001,"10",1369.4,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",2001,"5",3069,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",2001,"10",1711.8,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",2001,"5",3414.4,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",2001,"10",2169.1,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",2001,"5",3982.5,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",2001,"10",2249.1,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",2001,"5",4062.8,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",2000,"10",2113.4,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",2000,"5",3934.2,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",2000,"10",1180.6000000000001,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",2000,"5",2768.2000000000003,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",2000,"10",955.5,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",2000,"5",2417.7000000000003,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",2000,"10",1062.5,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",2000,"5",2621.3,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",2000,"10",716.8000000000001,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",2000,"5",2189.9,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",2000,"10",1707.2,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",2000,"5",3470.9,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",2000,"10",535.8000000000001,"degree Celsius",-46.115,168.887
"Gore (Southland)",2000,"5",1859,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",2000,"10",1593.1000000000001,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",2000,"5",3319,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",2000,"10",960.9,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",2000,"5",2607,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",2000,"10",544.6,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",2000,"5",1935.3999999999999,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",2000,"10",2024.7,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",2000,"5",3847.2000000000003,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",2000,"10",579.2,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",2000,"5",1629.8,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",2000,"10",1006.9,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",2000,"5",2604.3,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",2000,"10",769.6,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",2000,"5",2179.6,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",2000,"10",1830.4,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",2000,"5",3574.4,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",2000,"10",1354,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",2000,"5",3037.6,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",2000,"10",1463.8,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",2000,"5",3233.7,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",2000,"10",710.1999999999999,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",2000,"5",1931.5,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",2000,"10",1017.5,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",2000,"5",2485.5,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",2000,"10",1277.5,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",2000,"5",2902,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",2000,"10",697.7,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",2000,"5",1758.2,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",2000,"10",1241.6,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",2000,"5",2820.8,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",2000,"10",1085.6,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",2000,"5",2578.9,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",2000,"10",1969.8,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",2000,"5",3759.9,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",2000,"10",763.9,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",2000,"5",2135.3,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",2000,"10",500.6,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",2000,"5",1651.4,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",2000,"10",1225.1,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",2000,"5",2980,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",2000,"10",1454.9,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",2000,"5",3218,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",2000,"10",2178.9,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",2000,"5",4006.9,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",2000,"10",2208.6,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",2000,"5",4034.9,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1999,"10",2220,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1999,"5",4014.8,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1999,"10",1376.6000000000001,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1999,"5",2933.4,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1999,"10",1118.3,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1999,"5",2533.9,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1999,"10",1271.8,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1999,"5",2802,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1999,"10",1001.1,"degree Celsius",-45.90129,170.5147
