"site","year","base_temperature","growing_degrees","units","lat","lon"
"Dunedin (Otago)",1969,"10",877.8,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1969,"5",2320.7,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1969,"10",1433.5,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1969,"5",3057.4,"degree Celsius",-38.6586,177.9851
"Hokitika (West Coast)",1969,"10",806.4,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1969,"5",2252.2000000000003,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1969,"10",516.5,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1969,"5",1778.6,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1969,"10",NA,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1969,"5",NA,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1969,"10",682.5,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1969,"5",1969.8,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1969,"10",1616.1,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1969,"5",3230.4,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1969,"10",1181.3,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1969,"5",2649.5,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1969,"10",1219.1,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1969,"5",2870.8,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1969,"10",NA,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1969,"5",NA,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1969,"10",1258.6,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1969,"5",2712.2,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1969,"10",1692.0666666666666,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1969,"5",3415.5666666666666,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1969,"10",1148.7,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1969,"5",2746,"degree Celsius",-41.285,174.768
"Whangārei (Northland)",1969,"10",1890.7,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1969,"5",3670.2999999999997,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1968,"10",1736.8999999999999,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1968,"5",3526.4,"degree Celsius",-37.00813,174.78873
"Christchurch (Canterbury)",1968,"10",1095.4,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1968,"5",2481.9,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1968,"10",1002.3000000000001,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1968,"5",2495.1,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1968,"10",833.9,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1968,"5",2277.4,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1968,"10",1543.2,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1968,"5",3260.2000000000003,"degree Celsius",-38.6586,177.9851
"Hokitika (West Coast)",1968,"10",763.6613793103447,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1968,"5",2243.3393103448275,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1968,"10",493.49999999999994,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1968,"5",1691.2,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1968,"10",708.251724137931,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1968,"5",1762.558620689655,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1968,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1968,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1968,"10",1686.5793103448275,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1968,"5",3383.948275862069,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1968,"10",1205.5,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1968,"5",2755.3,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1968,"10",1293.6,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1968,"5",3018,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1968,"10",NA,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1968,"5",NA,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1968,"10",1215.4,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1968,"5",2729.4,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1968,"10",1740.5,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1968,"5",3515,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1968,"10",1113.3,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1968,"5",2759.7999999999997,"degree Celsius",-41.285,174.768
"Whangārei (Northland)",1968,"10",1906.5292446633825,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1968,"5",3710.3292446633827,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1967,"10",1850.9,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1967,"5",3618.5,"degree Celsius",-37.00813,174.78873
"Christchurch (Canterbury)",1967,"10",1073.8,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1967,"5",2449.5,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1967,"10",1044.8,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1967,"5",2485,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1967,"10",848.6,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1967,"5",2296.1,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1967,"10",1492.3,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1967,"5",3152.2,"degree Celsius",-38.6586,177.9851
"Hokitika (West Coast)",1967,"10",818.6,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1967,"5",2372.4,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1967,"10",439.8,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1967,"5",1691.9,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1967,"10",673.3,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1967,"5",1814.2,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1967,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1967,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1967,"10",1606.8899999999999,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1967,"5",3233.8866666666663,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1967,"10",1194.6,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1967,"5",2705.6,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1967,"10",1310.8,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1967,"5",3014.1000000000004,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1967,"10",614,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1967,"5",1678.8,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1967,"10",1240.5,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1967,"5",2698.7,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1967,"10",1765.7,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1967,"5",3513.6,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1967,"10",1105.5,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1967,"5",2727.8,"degree Celsius",-41.285,174.768
"Auckland (Auckland)",1966,"10",1787.1,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1966,"5",3535.5,"degree Celsius",-37.00813,174.78873
"Christchurch (Canterbury)",1966,"10",1042.8999999999999,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1966,"5",2380,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1966,"10",919.3100000000001,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1966,"5",2283.7466666666664,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1966,"10",865.5999999999999,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1966,"5",2313.4,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1966,"10",1471.5,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1966,"5",3135.2,"degree Celsius",-38.6586,177.9851
"Hokitika (West Coast)",1966,"10",914.6999999999999,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1966,"5",2438.3,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1966,"10",524.2,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1966,"5",1735.7,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1966,"10",752,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1966,"5",1841.5,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1966,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1966,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1966,"10",1486.7,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1966,"5",3088.8,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1966,"10",1148.8,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1966,"5",2592,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1966,"10",1238.8,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1966,"5",2900.6,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1966,"10",733.2,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1966,"5",1768,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1966,"10",1385.1000000000001,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1966,"5",2838.1,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1966,"10",1683.6000000000001,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1966,"5",3394.2,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1966,"10",1045.1000000000001,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1966,"5",2645.4,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1965,"10",1000.5,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1965,"5",2351.1,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1965,"10",948.1,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1965,"5",2376.7,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1965,"10",767.1,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1965,"5",2168,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1965,"10",1460.5,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1965,"5",3107.9,"degree Celsius",-38.6586,177.9851
"Hokitika (West Coast)",1965,"10",772.8000000000001,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1965,"5",2218,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1965,"10",478.9,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1965,"5",1629.5,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1965,"10",579.1,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1965,"5",1622.3,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1965,"10",622.384236453202,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1965,"5",1882.7404269293925,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1965,"10",1534.2,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1965,"5",3152.2999999999997,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1965,"10",1083.7,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1965,"5",2544.4,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1965,"10",1129.5,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1965,"5",2791.6,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1965,"10",591,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1965,"5",1587.6,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1965,"10",1217.7,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1965,"5",2672.2,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1965,"10",1617.9172413793103,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1965,"5",3314.1172413793106,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1965,"10",1073.6,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1965,"5",2656,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1964,"10",1035.7,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1964,"5",2429.7,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1964,"10",969.2,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1964,"5",2488.2999999999997,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1964,"10",766.4,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1964,"5",2214.7,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1964,"10",1505.6,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1964,"5",3212.4,"degree Celsius",-38.6586,177.9851
"Hokitika (West Coast)",1964,"10",706.9,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1964,"5",2215.5,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1964,"10",480.7,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1964,"5",1719.1,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1964,"10",598.7,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1964,"5",1661.7,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1964,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1964,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1964,"10",1575.8,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1964,"5",3250.6,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1964,"10",992.3,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1964,"5",2538.1,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1964,"10",1182.7,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1964,"5",2926.5,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1964,"10",636.8000000000001,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1964,"5",1663.3000000000002,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1964,"10",1181.0285714285715,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1964,"5",2761.6285714285714,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1964,"10",NA,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1964,"5",NA,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1964,"10",1080.1,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1964,"5",2764.9,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1963,"10",946.8,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1963,"5",2254.5,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1963,"10",960.6533333333333,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1963,"5",2406.5533333333333,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1963,"10",764,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1963,"5",2121.2,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1963,"10",1435.7,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1963,"5",3106.6,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1963,"10",474.59999999999997,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1963,"5",1648,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1963,"10",NA,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1963,"5",NA,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1963,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1963,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1963,"10",1589,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1963,"5",3267.2000000000003,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1963,"10",1128.6,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1963,"5",2637.1,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1963,"10",1196.4,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1963,"5",2891.6,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1963,"10",684.9,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1963,"5",1696.1,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1963,"10",1274,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1963,"5",2747.9,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1963,"10",1665.3,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1963,"5",3405.5,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1963,"10",1090.5,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1963,"5",2693.2,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1962,"10",1131.5,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1962,"5",2605.9,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1962,"10",NA,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1962,"5",NA,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1962,"10",874.0999999999999,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1962,"5",2422.9,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1962,"10",1634.1999999999998,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1962,"5",3396.7,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1962,"10",575.6,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1962,"5",1928.8,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1962,"10",NA,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1962,"5",NA,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1962,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1962,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1962,"10",1841.2,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1962,"5",3590.1,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1962,"10",1305,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1962,"5",2895.8,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1962,"10",1492.6,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1962,"5",3258.9,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1962,"10",722.6,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1962,"5",1826,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1962,"10",1422.5,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1962,"5",3006.4,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1962,"10",1850.3,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1962,"5",3624.1,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1962,"10",1394,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1962,"5",3110.3999999999996,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1961,"10",1055.8,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1961,"5",2382.9,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1961,"10",1021.9,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1961,"5",2454,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1961,"10",838.5,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1961,"5",2257.7999999999997,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1961,"10",1497.2,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1961,"5",3193.1,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1961,"10",554.6,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1961,"5",1780.8000000000002,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1961,"10",890.5,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1961,"5",1983.2,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1961,"10",821.6999999999999,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1961,"5",2208.9,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1961,"10",1619,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1961,"5",3298.7999999999997,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1961,"10",1199.6,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1961,"5",2700.6,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1961,"10",1295.8,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1961,"5",3002.9,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1961,"10",790.6999999999999,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1961,"5",1792.7,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1961,"10",1337.4,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1961,"5",2816.1,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1961,"10",1736.193103448276,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1961,"5",3478.0827586206897,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1961,"10",1189.7,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1961,"5",2807.5,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1960,"10",911.1,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1960,"5",2326.8,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1960,"10",899.9,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1960,"5",2367.6,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1960,"10",813.9,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1960,"5",2335.9,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1960,"10",1433.5,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1960,"5",3158.3,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1960,"10",483.7,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1960,"5",1765.5,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1960,"10",661.4,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1960,"5",1796.3,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1960,"10",741.6,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1960,"5",2220.3,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1960,"10",1588.6,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1960,"5",3293.1,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1960,"10",1184.2,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1960,"5",2725.4,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1960,"10",1286.1000000000001,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1960,"5",3015.2,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1960,"10",631.7,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1960,"5",1685.4,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1960,"10",1204.2,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1960,"5",2701.6,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1960,"10",1699.4068965517242,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1960,"5",3453.506896551724,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1960,"10",1093.1,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1960,"5",2767.1,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1959,"10",NA,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1959,"5",NA,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1959,"10",932.5,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1959,"5",2360.8,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1959,"10",886.1,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1959,"5",2291.2,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1959,"10",1465.2,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1959,"5",3124.7,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1959,"10",578.4,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1959,"5",1800.6,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1959,"10",808.5,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1959,"5",1894.2,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1959,"10",789.3000000000001,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1959,"5",2065.61724137931,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1959,"10",1584.4814814814815,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1959,"5",3246.5814814814817,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1959,"10",1128.9,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1959,"5",2573.6,"degree Celsius",-41.299,173.226
