PIN,Orchard,OrchardGroup,Date,PlantingCode,ProductionSite,ManagementArea,BusinessUnit,LandAreaHa,VarietyCode,Variety,Chemical,ActiveIngredient,ChemicalRate,ChemicalUnit,WaterRate,Reason,MonitorRef,TargetPrimary,TargetSecondary,Applicators,Sprayers,SprayCondition,SprayMethod,SurplusDisposal,ChemicalUsed,ChemicalCost,ChemicalPrice,StockUnit,ChemicalTags,#,Approved
R1936,Wharerangi,Crownthorpe Sector,17/01/2023,WHAR B2,B,B2,ROLP 1,0.71,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Andre Kingi,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.3,11.655,38.85,L,Plant Growth Regulator,1966,TRUE
R2879,IND - Manzana,Independent Sector,18/01/2023,MANZ C3,C,C3,Manzana Orchard Limited Partnership,3.00174,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,1.132647,44.003336,38.85,L,Plant Growth Regulator,1964,TRUE
R2150,Dartmoor,Independent Sector,17/01/2023,DTM A,A,A,ROLP 2,1.8627,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Andre Kingi,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.940614,36.542854,38.85,L,Plant Growth Regulator,1965,TRUE
R2150,Dartmoor,Independent Sector,17/01/2023,DTM B,A,B,ROLP 2,0.51366,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Andre Kingi,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.259385,10.077107,38.85,L,Plant Growth Regulator,1965,TRUE
R1936,Wharerangi,Crownthorpe Sector,17/01/2023,WHAR B1,B,B1,ROLP 1,0.71,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Andre Kingi,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.3,11.655,38.85,L,Plant Growth Regulator,1966,TRUE
R2879,IND - Manzana,Independent Sector,18/01/2023,MANZ B1,B,B1,Manzana Orchard Limited Partnership,1.64052,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,0.619017,24.04881,38.85,L,Plant Growth Regulator,1964,TRUE
R2879,IND - Manzana,Independent Sector,18/01/2023,MANZ B2,B,B2,Manzana Orchard Limited Partnership,2.26968,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,0.856418,33.271839,38.85,L,Plant Growth Regulator,1964,TRUE
R2879,IND - Manzana,Independent Sector,18/01/2023,MANZ B3,B,B3,Manzana Orchard Limited Partnership,1.27722,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,0.481933,18.723097,38.85,L,Plant Growth Regulator,1964,TRUE
R2879,IND - Manzana,Independent Sector,18/01/2023,MANZ C1,C,C1,Manzana Orchard Limited Partnership,2.01894,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,0.761807,29.596202,38.85,L,Plant Growth Regulator,1964,TRUE
R2879,IND - Manzana,Independent Sector,18/01/2023,MANZ C2,C,C2,Manzana Orchard Limited Partnership,3.0429,996,Rockit,Ethin,chlorethephon,500,ml/Ha,1000,,,Thinning,,Marcel van der Linden,"CRN-SPR-012 Quantum Tower Sprayer, CRN-TRC-012 Open Cab Tractor",,Quantum Tower,,1.148177,44.606676,38.85,L,Plant Growth Regulator,1964,TRUE
R2880,Manahi,Havelock Sector,11/01/2023,MANAHI F1,F,F1,Rakete Orchards Limited Partnership,2.40072,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Louise Miratana,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.249999,9.712461,38.85,L,Plant Growth Regulator,1822,TRUE
R2880,Manahi,Havelock Sector,2/02/2023,MANAHI F2,F,F2,Rakete Orchards Limited Partnership,2.16972,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Kamau Blogg,"HAV-SPR-007 Quantum, HAV-TRC-007 Cab Tractor",,Cropliner,,1.186822,46.108035,38.85,L,Plant Growth Regulator,1856,TRUE
R1230,Home Block,Havelock Sector,31/01/2023,HME C,C,C,ROLP 1,3.14776,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Derek Callister,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,1.749999,67.987461,38.85,L,Plant Growth Regulator,1857,TRUE
R1230,Home Block,Havelock Sector,2/02/2023,HME D2,D,D2,ROLP 1,0.59808,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,"Derek Callister, Nathan Bird","HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.4,15.54,38.85,L,Plant Growth Regulator,1858,TRUE
R1230,Home Block,Havelock Sector,8/02/2023,HME F1,F,F1,ROLP 1,0.4802,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.4,15.54,38.85,L,Plant Growth Regulator,1859,TRUE
R2899,Lobb,Havelock Sector,8/02/2023,LOBB A,A,A,Rakete Orchards Limited Partnership,2.77683,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Josh Smith,"HAV-SPR-006 Cropliner, HAV-TRC-006 Cab Tractor",,Cropliner,,1.266311,49.196182,38.85,L,Plant Growth Regulator,1860,TRUE
R2899,Lobb,Havelock Sector,8/02/2023,LOBB B,B,B,Rakete Orchards Limited Partnership,2.70529,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Josh Smith,"HAV-SPR-006 Cropliner, HAV-TRC-006 Cab Tractor",,Cropliner,,1.233686,47.928701,38.85,L,Plant Growth Regulator,1860,TRUE
R2534,Stock Road South,Havelock Sector,31/01/2023,SRS B2,A,A,ROLP 1,1.52292,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Joel Marshall,"HAV-SPR-006 Cropliner, HAV-TRC-006 Cab Tractor",,Cropliner,,0.894255,34.741807,38.85,L,Plant Growth Regulator,1861,TRUE
R2534,Stock Road South,Havelock Sector,31/01/2023,SRS B1,C,C,ROLP 1,1.64346,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Joel Marshall,"HAV-SPR-006 Cropliner, HAV-TRC-006 Cab Tractor",,Cropliner,,0.965036,37.491649,38.85,L,Plant Growth Regulator,1861,TRUE
R2534,Stock Road South,Havelock Sector,21/01/2023,SRS A2,B,B2,ROLP 1,0.59976,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,Headland,0.362698,14.090817,38.85,L,Plant Growth Regulator,1862,TRUE
R2534,Stock Road South,Havelock Sector,31/01/2023,SRS A3,D,D1,ROLP 1,0.84035,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Joel Marshall,"HAV-SPR-006 Cropliner, HAV-TRC-006 Cab Tractor",,Cropliner,,0.493451,19.170571,38.85,L,Plant Growth Regulator,1861,TRUE
R2534,Stock Road South,Havelock Sector,31/01/2023,SRS A5,D,D3,ROLP 1,0.11172,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Joel Marshall,"HAV-SPR-006 Cropliner, HAV-TRC-006 Cab Tractor",,Cropliner,,0.065602,2.548638,38.85,L,Plant Growth Regulator,1861,TRUE
R2534,Stock Road South,Havelock Sector,31/01/2023,SRS A4,D,D2,ROLP 1,0.82026,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Joel Marshall,"HAV-SPR-006 Cropliner, HAV-TRC-006 Cab Tractor",,Cropliner,,0.481655,18.712297,38.85,L,Plant Growth Regulator,1861,TRUE
R2534,Stock Road South,Havelock Sector,21/01/2023,SRS A1,B,B1,ROLP 1,0.83888,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,Headland,0.507302,19.708683,38.85,L,Plant Growth Regulator,1862,TRUE
R1230,Home Block,Havelock Sector,16/01/2023,HME C,C,C,ROLP 1,3.14776,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,1.599999,62.159961,38.85,L,Plant Growth Regulator,1851,TRUE
R1230,Home Block,Havelock Sector,21/01/2023,HME D2,D,D2,ROLP 1,0.59808,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.33,12.8205,38.85,L,Plant Growth Regulator,1852,TRUE
R1230,Home Block,Havelock Sector,25/01/2023,HME F1,F,F1,ROLP 1,0.4802,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.25,9.7125,38.85,L,Plant Growth Regulator,1853,TRUE
R2899,Lobb,Havelock Sector,25/01/2023,LOBB A,A,A,Rakete Orchards Limited Partnership,2.77683,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,"Andeep Bal Singh, Kamau Blogg","HAV-SPR-007 Quantum, HAV-SPR-008 Quantum, HAV-TRC-007 Cab Tractor, HAV-TRC-008 Cab Tractor",,Cropliner,,1.519575,59.035489,38.85,L,Plant Growth Regulator,1854,TRUE
R2899,Lobb,Havelock Sector,25/01/2023,LOBB B,B,B,Rakete Orchards Limited Partnership,2.70529,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,"Andeep Bal Singh, Kamau Blogg","HAV-SPR-007 Quantum, HAV-SPR-008 Quantum, HAV-TRC-007 Cab Tractor, HAV-TRC-008 Cab Tractor",,Cropliner,,1.480425,57.514511,38.85,L,Plant Growth Regulator,1854,TRUE
R2534,Stock Road South,Havelock Sector,16/01/2023,SRS B2,A,A,ROLP 1,1.52292,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.817164,31.746821,38.85,L,Plant Growth Regulator,1855,TRUE
R2534,Stock Road South,Havelock Sector,16/01/2023,SRS B1,C,C,ROLP 1,1.64346,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.881843,34.259601,38.85,L,Plant Growth Regulator,1855,TRUE
R2534,Stock Road South,Havelock Sector,16/01/2023,SRS A3,D,D1,ROLP 1,0.84035,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.450912,17.517931,38.85,L,Plant Growth Regulator,1855,TRUE
R2534,Stock Road South,Havelock Sector,16/01/2023,SRS A5,D,D3,ROLP 1,0.11172,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.059946,2.328902,38.85,L,Plant Growth Regulator,1855,TRUE
R2534,Stock Road South,Havelock Sector,16/01/2023,SRS A4,D,D2,ROLP 1,0.82026,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,David Owen,"HAV-SPR-005 Cropliner, HAV-TRC-005 Cab Tractor",,Cropliner,,0.440133,17.099167,38.85,L,Plant Growth Regulator,1855,TRUE
R2880,Manahi,Havelock Sector,2/02/2023,MANAHI F1,F,F1,Rakete Orchards Limited Partnership,2.40072,996,Rockit,Ethin,chlorethephon,50,ml/100 litres,1000,Recommended,,Plant Health,,Kamau Blogg,"HAV-SPR-007 Quantum, HAV-TRC-007 Cab Tractor",,Cropliner,,1.313177,51.016926,38.85,L,Plant Growth Regulator,1856,TRUE
R2724,Omahu,Crownthorpe Sector,2/02/2023,OMAHU G,G,G,ROLP 2,1.83834,996,Rockit,Ethin,chlorethephon,0.2,l/Ha,666,,,Thinning,,Melvin Pluijmers,"CRN-SPR-004 Linear Tower Sprayer, CRN-TRC-004 Cab Tractor",,Cropliner,,0.367668,14.283902,38.85,L,Plant Growth Regulator,1799,TRUE
R2724,Omahu,Crownthorpe Sector,2/02/2023,OMAHU B3,F,F,ROLP 2,4.61958,996,Rockit,Ethin,chlorethephon,0.2,l/Ha,666,,,Thinning,,Melvin Pluijmers,"CRN-SPR-004 Linear Tower Sprayer, CRN-TRC-004 Cab Tractor",,Cropliner,,0.923915,35.894098,38.85,L,Plant Growth Regulator,1799,TRUE
R2724,Omahu,Crownthorpe Sector,2/02/2023,OMAHU D,D,D,ROLP 2,3.62124,996,Rockit,Ethin,chlorethephon,0.2,l/Ha,666,,,Thinning,,Alfred Mohi,"CRN-SPR-006 Quantam Mist, CRN-TRC-006 Cab Tractor",,Cropliner,,0.811997,31.546083,38.85,L,Plant Growth Regulator,1798,TRUE
R2724,Omahu,Crownthorpe Sector,2/02/2023,OMAHU A3,C,E,ROLP 2,0.83706,996,Rockit,Ethin,chlorethephon,0.2,l/Ha,666,,,Thinning,,Alfred Mohi,"CRN-SPR-006 Quantam Mist, CRN-TRC-006 Cab Tractor",,Cropliner,,0.187695,7.291951,38.85,L,Plant Growth Regulator,1798,TRUE
R2724,Omahu,Crownthorpe Sector,2/02/2023,OMAHU A2,C,C,ROLP 2,1.56828,996,Rockit,Ethin,chlorethephon,0.2,l/Ha,666,,,Thinning,,Alfred Mohi,"CRN-SPR-006 Quantam Mist, CRN-TRC-006 Cab Tractor",,Cropliner,,0.351658,13.661913,38.85,L,Plant Growth Regulator,1798,TRUE
R2724,Omahu,Crownthorpe Sector,2/02/2023,OMAHU A1,A,A,ROLP 2,2.80182,996,Rockit,Ethin,chlorethephon,0.2,l/Ha,666,,,Thinning,,Boston James,"CRN-SPR-004 Linear Tower Sprayer, CRN-TRC-004 Cab Tractor",,Cropliner,,0.560363,21.770103,38.85,L,Plant Growth Regulator,1797,TRUE
R2924,Crown,Crownthorpe Sector,8/02/2023,CROWN B1,C,C,Rakete Orchards Limited Partnership,1.83792,996,Rockit,Ethin,chlorethephon,0.2,l/Ha,666,,,Thinning,,Alfred Mohi,"CRN-SPR-006 Quantam Mist, CRN-TRC-006 Cab Tractor",,Cropliner,,0.367584,14.280638,38.85,L,Plant Growth Regulator,1795,TRUE
R2924,Crown,Crownthorpe Sector,8/02/2023,CROWN A2,B,B,Rakete Orchards Limited Partnership,2.82618,996,Rockit,Ethin,chlorethephon,0.2,l/Ha,666,,,Thinning,,Alfred Mohi,"CRN-SPR-006 Quantam Mist, CRN-TRC-006 Cab Tractor",,Cropliner,,0.565236,21.959419,38.85,L,Plant Growth Regulator,1795,TRUE
R2924,Crown,Crownthorpe Sector,8/02/2023,CROWN A1,A,A,Rakete Orchards Limited Partnership,1.83414,996,Rockit,Ethin,chlorethephon,0.2,l/Ha,666,,,Thinning,,Alfred Mohi,"CRN-SPR-006 Quantam Mist, CRN-TRC-006 Cab Tractor",,Cropliner,,0.366828,14.251268,38.85,L,Plant Growth Regulator,1795,TRUE
R1232,Raukawa,Havelock Sector,2/11/2022,RRD A1,A,A1,ROLP 1,1.5048,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,666,Recommended,,Thinning,,"Joel Marshall, Josh Smith","HAV-SPR-001 Cropliner, HAV-SPR-003 Cropliner, HAV-TRC-001 Tractor, HAV-TRC-003 Tractor",,Cropliner,,0.337731,13.120849,38.85,L,Plant Growth Regulator,1212,TRUE
R1232,Raukawa,Havelock Sector,2/11/2022,RRD A4,A,A4,ROLP 1,1.29888,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,666,Recommended,,Thinning,,"Joel Marshall, Josh Smith","HAV-SPR-001 Cropliner, HAV-SPR-003 Cropliner, HAV-TRC-001 Tractor, HAV-TRC-003 Tractor",,Cropliner,,0.291515,11.325358,38.85,L,Plant Growth Regulator,1212,TRUE
R1232,Raukawa,Havelock Sector,2/11/2022,RRD A3,A,A3,ROLP 1,0.67914,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,666,Recommended,,Thinning,,"Joel Marshall, Josh Smith","HAV-SPR-001 Cropliner, HAV-SPR-003 Cropliner, HAV-TRC-001 Tractor, HAV-TRC-003 Tractor",,Cropliner,,0.152423,5.921634,38.85,L,Plant Growth Regulator,1212,TRUE
R1232,Raukawa,Havelock Sector,2/11/2022,RRD A2,A,A2,ROLP 1,1.32924,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,666,Recommended,,Thinning,,"Joel Marshall, Josh Smith","HAV-SPR-001 Cropliner, HAV-SPR-003 Cropliner, HAV-TRC-001 Tractor, HAV-TRC-003 Tractor",,Cropliner,,0.298329,11.590082,38.85,L,Plant Growth Regulator,1212,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY D1,G,G,Rockit Orchards Limited,3.8955,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,1.23497,47.978585,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY D2,H,H,Rockit Orchards Limited,3.52338,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,1.116998,43.395372,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY E4,J,J1,Rockit Orchards Limited,0.84084,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,0.266567,10.356128,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY E3,K,K,Rockit Orchards Limited,3.47592,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,1.101952,42.810835,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY E2,L,L,Rockit Orchards Limited,3.61368,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,1.145626,44.50757,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY E1,M,M,Rockit Orchards Limited,3.3369,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,1.05788,41.098638,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY F1,N,N,Rockit Orchards Limited,2.33646,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,0.740716,28.776817,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY F2,O,O,Rockit Orchards Limited,3.43476,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,1.088904,42.30392,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY F3,J,J2,Rockit Orchards Limited,1.84674,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,0.585462,22.745199,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY G3,P,P1,Rockit Orchards Limited,2.55486,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,0.809954,31.466713,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY G2,Q,Q,Rockit Orchards Limited,3.47634,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,1.102086,42.816041,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY G1,R,R,Rockit Orchards Limited,2.2092,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,0.700371,27.209413,38.85,L,Plant Growth Regulator,1215,TRUE
